database,pages_ id,Region,Site_name,Lat_N,Long_E,Archive,Proxy_ measurement,Oldest_year,Youngest_year,Time_Units,Original_Author,Original_data_URL,database_link
Arctic_V1.1_2014,Arc_1,Alaska,Blue lake,68.1,-150.5,Lake sediment,Varve thickness,730,2005,(CE),"Bird et al., (2009)",https://doi.org/10.1007/s10933-008-9262-y,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_2,Central Russia,Avam-Taimyr,72,101,Tree ring,Ring width,-100,2003,(CE),"Briffa et al., (2007)",https://doi.org/10.1098/rstb.2007.2199,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_3,Central Russia,Yamal,67.5,70,Tree ring,Ring width,1,1996,(CE),"Briffa et al., (2007)",https://doi.org/10.1098/rstb.2007.2199,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_4,Canada,Lower Lake Murray,81.4,-69.5,Lake sediment,Mass accumulation rate,-3236,2004,(CE),"Cook et al., (2009)",https://doi.org/10.1007/s10933-008-9252-0,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_5,Greenland,Camp Century,77.2,-61.1,Ice core,d18O,1242,1967,(CE),"Dansgaard et al., (1969)",https://doi.org/10.1126/science.166.3903.377,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_6,Alaska,Seward Peninsula,65.2,-162.2,Tree ring,Ring width,1288,2002,(CE),"D'Arrigo et al., (2005)",https://doi.org/10.1007/s00382-004-0502-1,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_7,Alaska,Gulf of Alaska,61,-146.6,Tree ring,Ring width,724,2002,(CE),"Wiles et al., (2014)",https://doi.org/10.1177/0959683613516815,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_8,Canada,Yukon,67.9,-140.7,Tree ring,Ring width,1177,2002,(CE),"D'Arrigo et al., (2006)",https://doi.org/10.1029/2005JD006352,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_9,Canada,Coppermine River,67.1,-115.9,Tree ring,Ring width,1288,2003,(CE),"D'Arrigo et al., (2009)",https://doi.org/10.1016/j.gloplacha.2008.10.011,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_10,Central Russia,Polar Urals,66.8,65.8,Tree ring,Maximum density,778,1990,(CE),"Esper et al., (2002)",https://doi.org/10.1126/science.1066208,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_11,Greenland,GISP2,72.1,-38.1,Ice core,d18O,818,1987,(CE),Grootes and Stuiver (1997),https://doi.org/10.1029/97JC00880,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_12,Scandinavia,Torneträsk,68.3,19.6,Tree ring,Ring Width,-39,2010,(CE),Grudd (2008),https://doi.org/10.1007/s00382-007-0358-2,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_13,Scandinavia,Jämtland,63.5,15.5,Tree ring,Maximum density,1107,2007,(CE),"Gunnarson et al., (2011)",https://doi.org/10.1007/s00382-010-0783-5,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_14,Scandinavia,Lake Lehmilampi,63.6,29.1,Lake sediment,Varve thickness,1,1800,(CE),"Haltia-Hovi et al., (2007)",https://doi.org/10.1016/j.quascirev.2006.11.005,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_15,Scandinavia,Lapland,69,25,Tree ring,Ring width,0,2005,(CE),"Helama et al., (2010)",https://doi.org/10.1130/B30088.1,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_16,Eastern Russia,Indigurka,69.5,147,Tree ring,"Ring width, STD",1259,1994,(CE),"Hughes et al., (1999)",https://doi.org/10.1191%2F095968399671321516,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_17,North Atlantic,Lomonosovfonna,78.9,17.4,Ice core,d18O,1400,1997,(CE),"Divine et al., (2011)",https://doi.org/10.3402/polar.v30i0.7379,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_18,North Atlantic,Austfonna,79.8,24,Ice core,d18O,1400,1998,(CE),"Isaksson et al., (2004)",https://doi.org/10.1111/j.0435-3676.2005.00253.x,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_19,Scandinavia,Forfjorddalen 2,69.1,17.2,Tree ring,Ring width,1254,1994,(CE),Kirchhefer (2001),https://doi.org/10.1191%2F095968301670181592,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_20,Arctic Canada,Lake C2,82.1,-77.2,Lake sediment,Varve thickness,-1309,1987,(CE),Lamoureux and Bradley (1996),https://doi.org/10.1007/BF00176939,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_22,North Atlantic,Hvítárvatn,64.6,-19.8,Lake sediment,Varce thickness,-981,2002,(CE),"Larsen et al., (2011)",https://doi.org/10.1016/j.quascirev.2011.05.026,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_23,Alaska,Iceberg Lake,60.8,-143,Lake sediment,Varve thickness,442,1998,(CE),"Loso et al., (2017)",https://doi.org/10.1016/j.yqres.2005.11.007,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_24,Eastern Russia,Lower Lena River,70.7,125.9,Tree ring,"Ring width, ARS",1490,1994,(CE),"MacDonald et al., (1998)",https://doi.org/10.2307/1552005,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_25,Arctic Canada,Donard Lake,66.7,-61.4,Lake sediment,Thickness,752,1992,(CE),"moore et al., (2001)",https://doi.org/10.1023/A:1011181301514,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_26,Scandinavia,Lake Nautajärvi,61.8,24.7,Lake sediment,Organic matter,0,1800,(CE),Ojala and Alenius (2005),https://doi.org/10.1016/j.palaeo.2005.01.002,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_27,Greenland,B16,73.9,-37.6,Ice core,d18O,1478,1992,(CE),Miller and Schwager (2000),https://doi.org/10.1594/PANGAEA.57158,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_28,Greenland,B18,76.6,-36.4,Ice core,d18O,871,1992,(CE),Miller and Schwager (2000),https://doi.org/10.1594/PANGAEA.57158,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_29,Greenland,B21,80,-41.1,Ice core,d18O,1397,1993,(CE),Miller and Schwager (2000),https://doi.org/10.1594/PANGAEA.57158,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_30,Arctic Canada,Big Round Lake,69.9,-68.8,Lake sediment,Varve thickness,971,2003,(CE),Thomas and Briner (2009),https://doi.org/10.1007/s10933-008-9258-7,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_31,Scandinavia,Lake Korttajärvi,62.3,25.7,Lake sediment,X-ray density,0,1720,(CE),"Tiljander et al., (2003)",https://doi.org/10.1080/03009480310004152,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_32,Greenland,NGRIP1,75.1,-42.3,Ice core,d18O,0,1995,(CE),"Vinther et al., (2006)",https://doi.org/10.1029/2005JD006921,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_33,Arctic Canada,Agassiz Ice Cap,80.7,-73.1,Ice core,d18O,0,1972,(CE),"Vinther et al., (2008)",https://doi.org/10.1029/2007JD009143,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_34,Greenland,Crête,71.1,-37.3,Ice core,d18O,553,1973,(CE),"Vinther et al., (2010)",https://doi.org/10.1016/j.quascirev.2009.11.002,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_35,Greenland,Dye-3,65.2,-43.8,Ice core,d18O,1,1979,(CE),"Vinther et al., (2010)",https://doi.org/10.1016/j.quascirev.2009.11.002,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_36,Greenland,GRIP,72.6,-37.6,Ice core,d18O,1,1979,(CE),"Vinther et al., (2010)",https://doi.org/10.1016/j.quascirev.2009.11.002,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_37,North Atlantic,Iceland,64.8,-18.4,Historic,Ice cover,945,1935,(CE),Bergthorsson (1969),https://www.vedur.is/media/vedurstofan/utgafa/greinargerdir/1995/Bergthorsson-P1969.pdf,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_38,North Atlantic,MD95-2011,67,7.6,Marine sediment,Diatoms,-4076,1995,(CE),"Berner et al., (2011)",https://doi.org/10.1029/2010PA002002,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_39,North Atlantic,MD95-2011,67,7.6,Marine sediment,Alkenone,-6540,1440,(CE),"Calvo et al., (2002)",https://doi.org/10.1016/S0277-3791(01)00096-8,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_40,Alaska,Moose lake,61.3,-143.6,Lake sediment,Midge assemblages,-4058,1970,(CE),"Clegg et al., (2010)",https://doi.org/10.1016/j.quascirev.2010.08.001,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_41,Alaska,Hudson Lake,61.9,-145.7,Lake sediment,Midge assemblages,-7640,1976,(CE),"Clegg et al., (2011)",https://doi.org/10.1073/pnas.1110913108,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_42,Alaska,Screaming Lynx Lake,66.1,-145.4,Lake sediment,Midge assemblages,-8661,1993,(CE),"Clegg et al., (2011)",https://doi.org/10.1073/pnas.1110913108,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_43,Greenland,Lake Braya So,67,-50.7,Lake sediment,Uk37,-4169,2005,(CE),"Clegg et al., (2011)",https://doi.org/10.1073/pnas.1110913108,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_44,Arctic Canada,Devon Ice Cap,75.3,-82.5,Ice core,d18O,-727,1973,(CE),"Fisher et al., (1983)",https://doi.org/10.1038/301205a0,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_45,Arctic Canada,Penny Ice Cap,67.3,-66.8,Ice core,d18O,-9733,1992,(CE),"Fisher et al., (1998)",https://doi.org/10.1126/science.279.5351.692,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_47,North Atlantic,MD99-2275,66.6,-17.4,Marine sediment,Diatoms,-36,1949,(CE),"Jiang et al., (2005)",https://doi.org/10.1130/G21130.1,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_48,Alaska,Lone Spruce Pond,60,-159.1,Lake sediment,BSi,-12524,2005,(CE),"Kaufman et al., (2012)",https://doi.org/10.1007/s10933-012-9607-4,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_49,Scandinavia,Okshola cave,67,15,Speleothem,d18O,-5565,1997,(CE),"Linge et al., (2009)",https://doi.org/10.5194/cp-5-667-2009,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_50,Scandinavia,Lake Hampträsk,60.3,25.4,Lake sediment,Chironomids,1330,2000,(CE),"Luoto et al., (2009)",https://doi.org/10.1177%2F0959683609341002,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_51,Scandinavia,Lake Pieni-Kauro,64.3,30.1,Lake sediment,Chironomids,470,1990,(CE),Luoto and Helama (2010),https://doi.org/10.1016/j.quascirev.2010.06.015,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_52,North Atlantic,Lake Igaliku,61,-45.4,Lake sediment,Pollen accumulation,-7577,2001,(CE),"Massa et al., (2012)",https://doi.org/10.1007/s10933-012-9594-5,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_53,Arctic Canada,Penny Ice Cap,67.3,-66.8,Ice core,Ice melt,-966,1984,(CE),"Okuyama et al., (2003)",https://doi.org/10.1029/2001JB001707,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_54,Canada,Lake 4,65.1,-83.8,Lake sediment,Chironomid,814,1997,(CE),"Rolland et al., (2009)",https://doi.org/10.1016/j.yqres.2009.03.001,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_55,North Atlantic,P1003,63.8,5.3,Marine sediment,d18O,-5931,1998,(CE),"Sejrup et al., (2011)",https://doi.org/10.1016/j.quascirev.2011.07.025,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_57,North Atlantic,MD99-2275,66.6,-17.4,Marine sediment,Alkenone,-2549,2001,(CE),"Sicre et al., (2011)",https://doi.org/10.1029/2011PA002169,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_58,North Atlantic,MSM5/5-712,78.9,6.8,Marine sediment,Planktic foraminifers,-94,2007,(CE),"Spielhagen et al., (2011)",https://doi.org/10.1126/science.1197397,https://www.ncei.noaa.gov/access/paleo-search/study/16973
Arctic_V1.1_2014,Arc_59,Greenland,Renland,71.3,-26.7,Ice core,d18O,0,1980,(CE),"Vinther et al., (2008)",https://doi.org/10.1029/2007JD009143,https://www.ncei.noaa.gov/access/paleo-search/study/16973
NA_Boreholes_V1_2016,NAB_1,Canada,CA-606001_2,80.82,-72.897,Borehole,Borehole Temperature,NaN,1991,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_2,Canada,CA-197001_7,80.743,-83.08,Borehole,Borehole Temperature,NaN,1980,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_3,Canada,CA-197001_4,80.743,-83.08,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_4,Canada,CA-197001_6,80.743,-83.08,Borehole,Borehole Temperature,NaN,1982,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_5,Canada,CA-197001_1,80.743,-83.08,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_6,Canada,CA-197001_5,80.743,-83.08,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_7,Canada,CA-175001_6,79.99,-84.07,Borehole,Borehole Temperature,NaN,1978,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_8,Canada,CA-166001_2,79.52,-87.02,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_9,Canada,CA-166001_1,79.52,-87.02,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_10,Canada,CA-170001_1,78.13,-103.253,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_11,Canada,CA-170001_6,78.13,-103.253,Borehole,Borehole Temperature,NaN,1980,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_12,Canada,CA-86001_2,78.108,-99.76,Borehole,Borehole Temperature,NaN,1973,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_13,Canada,CA-86001_4,78.108,-99.76,Borehole,Borehole Temperature,NaN,1971,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_14,Canada,CA-259001_4,76.368,-108.492,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_15,Canada,CA-196001_4,76.363,-103.97,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_16,Canada,CA-196001_0,76.363,-103.97,Borehole,Borehole Temperature,NaN,1977,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_17,Canada,CA-196001_2,76.363,-103.97,Borehole,Borehole Temperature,NaN,1979,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_18,Canada,CA-286001_4,76.358,-103.97,Borehole,Borehole Temperature,NaN,1978,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_19,Canada,CA-286001_1,76.358,-103.97,Borehole,Borehole Temperature,NaN,1979,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_20,Canada,CA-286001_3,76.358,-103.97,Borehole,Borehole Temperature,NaN,1980,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_21,Canada,CA-168001_5,74.65,-113.383,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_22,US,US-TUL,71.189,-155.737,Borehole,Borehole Temperature,NaN,2014,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_23,US,US-WDS,71.159,-155.633,Borehole,Borehole Temperature,NaN,2014,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_24,US,US-KUY,70.931,-156.068,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_25,US,US-ESN,70.917,-154.621,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_26,US,US-DRP,70.879,-153.903,Borehole,Borehole Temperature,NaN,2003,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_27,US,US-PEA,70.716,-159.001,Borehole,Borehole Temperature,NaN,2003,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_28,US,US-SME,70.615,-156.893,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_29,US,US-KAG,70.587,-158.665,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_30,US,US-ETK,70.57,-152.947,Borehole,Borehole Temperature,NaN,2003,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_31,US,US-ATI,70.556,-151.72,Borehole,Borehole Temperature,NaN,1989,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_32,US,US-NKP,70.509,-152.368,Borehole,Borehole Temperature,NaN,1984,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_33,US,US-IKP,70.455,-154.335,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_34,US,US-FCK,70.327,-152.061,Borehole,Borehole Temperature,NaN,1989,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_35,US,US-NIN,70.257,-152.769,Borehole,Borehole Temperature,NaN,2002,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_36,US,US-TLK,70.206,-161.069,Borehole,Borehole Temperature,NaN,2003,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_37,Canada,CA-77001_2,69.857,-127.265,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_38,Canada,CA-77001_6,69.857,-127.265,Borehole,Borehole Temperature,NaN,1972,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_39,Canada,CA-77001_4,69.857,-127.265,Borehole,Borehole Temperature,NaN,1978,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_40,Canada,CA-261001_0,69.635,-132.37,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_41,Canada,CA-261001_1,69.635,-132.37,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_42,Canada,CA-262001_0,69.508,-132.702,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_43,Canada,CA-262001_3,69.508,-132.702,Borehole,Borehole Temperature,NaN,1975,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_44,Canada,CA-262001_1,69.508,-132.702,Borehole,Borehole Temperature,NaN,1977,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_45,Canada,CA-165001_7,69.458,-134.198,Borehole,Borehole Temperature,NaN,1974,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
