database,pages_ id,Region,Site_name,Lat_N,Long_E,Archive,Proxy_ measurement,Oldest_year,Youngest_year,Time_Units,Original_Author,Original_data_URL,database_link
NA_Boreholes_V1_2016,NAB_460,US,2.61E+13,40.15,-101.51,Borehole,Borehole Temperature,NaN,1982,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_461,US,US-UT3-172,39.98,-109.6,Borehole,Borehole Temperature,NaN,1969,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_462,US,US-CO3-75,39.97,-108.4,Borehole,Borehole Temperature,NaN,1969,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_463,US,US-CO5-25,39.95,-108.3,Borehole,Borehole Temperature,NaN,1966,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_464,US,US-CO5-6,39.87,-105.5,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_465,US,US-CO5-20,39.78,-105.2,Borehole,Borehole Temperature,NaN,1964,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_466,US,US-CA3-25,39.7,-122.8,Borehole,Borehole Temperature,NaN,1969,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_467,US,US-CO5-22,39.43,-106.1,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_468,US,US-NV3-141,39.2,-118.3,Borehole,Borehole Temperature,NaN,1966,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_469,US,US-NV3-138,39.2,-118.3,Borehole,Borehole Temperature,NaN,1966,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_470,US,US-NV7-68,39.07,-114.9,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_471,US,US-DC6-62,39,-77,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_472,US,US-DC6-61,39,-77,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_473,US,US-DC6-63,39,-77,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_474,US,US-CA7-28,38.87,-120.6,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_475,US,US-CA7-29,38.83,-121.1,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_476,US,US-UTSRS-3,38.8,-109.32,Borehole,Borehole Temperature,NaN,1979,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_477,US,US-UTSRD-4,38.73,-109.87,Borehole,Borehole Temperature,NaN,1979,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_478,US,US-UTSRD-3,38.71,-109.85,Borehole,Borehole Temperature,NaN,1979,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_479,US,US-UTSRD-7,38.69,-109.48,Borehole,Borehole Temperature,NaN,1980,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_480,US,US-CO5-8,38.68,-106.5,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_481,US,US-UTSRD-1,38.61,-109.67,Borehole,Borehole Temperature,NaN,1979,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_482,US,US-UTSRD-2,38.58,-109.62,Borehole,Borehole Temperature,NaN,1976,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_483,US,US-NV7-55,38.32,-117.3,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_484,US,ROSCOE,37.999,-93.743,Borehole,Borehole Temperature,NaN,1984,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_485,US,US-NV3-120,37.97,-114.5,Borehole,Borehole Temperature,NaN,1970,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_486,US,US-CO5-23,37.93,-107.6,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_487,US,US-NV3-91,37.18,-116.2,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_488,US,US-CA3-41,37.13,-118.9,Borehole,Borehole Temperature,NaN,1966,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_489,US,US-CA3-43,37.1,-119.3,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_490,US,US-VA6-60,36.87,-77.9,Borehole,Borehole Temperature,NaN,1964,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_491,US,US-NM5-52,36.72,-105.4,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_492,US,US-NM3-160,36.68,-107.2,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_493,US,US-NV7-47,35.48,-115.1,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_494,US,US-NV7-48,35.38,-115.1,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_495,US,US-CA3-38,35.27,-119.3,Borehole,Borehole Temperature,NaN,1969,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_496,US,US-AZ7-17,33.63,-114.3,Borehole,Borehole Temperature,NaN,1967,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_497,US,US-ALclay6,33.5,-86.8,Borehole,Borehole Temperature,NaN,1993,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_498,US,US-SC6-53,33.28,-81.67,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_499,US,US-SC6-52,33.28,-81.67,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_500,US,US-AZ3-6,33.03,-110.6,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_501,US,US-AZ3-8,31.97,-111,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_502,US,US-AZ7-25,31.88,-111.1,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_503,US,US-AZ7-24,31.88,-111.1,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_504,US,US-AZ7-23,31.88,-111.1,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_505,US,US-AZ7-12,31.87,-110.8,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_506,US,US-AZ7-20,31.83,-110.7,Borehole,Borehole Temperature,NaN,1965,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_507,Cuba,CU-BJ-55,23.19,-82.03,Borehole,Borehole Temperature,NaN,1981,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_508,Cuba,CU-VB-1,23.18,-82.09,Borehole,Borehole Temperature,NaN,1991,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_509,Cuba,CU-C-357,20.04,-76.94,Borehole,Borehole Temperature,NaN,1991,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
NA_Boreholes_V1_2016,NAB_510,US,US-PR6-66,18.15,-67.17,Borehole,Borehole Temperature,NaN,1963,(CE),"Santero et al., (2016)",https://doi.org/10.5194/cp-12-2181-2016,https://figshare.com/articles/dataset/North_American_borehole_temperature_profiles_suitable_for_climate_studies/2062140/1
ANT2K_2017,1.01,East Antarctic Plateau,EDC Dome C,-75.1,123.39,Ice Core,stable isotopes,3,1919,(CE),"Jouzel et al., (2001)",https://www.ncdc.noaa.gov/paleo/study/6080,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.02,East Antarctic Plateau,Vostok VRS13,-78.47,106.83,Ice Core,stable isotopes,1654,2010,(CE),"Ekaykin et al., (2014)",https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-current-version/Ant-Vostok.Ekaykin.2014-2.txt,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.03,East Antarctic Plateau,B31Site DML07,-75.58,-3.43,Ice Core,stable isotopes,1000,1994,(CE),"Graf et al., (2002)",https://doi.pangaea.de/10.1594/PANGAEA.104882,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.04,East Antarctic Plateau,B32Site DML05,-75,-0.01,Ice Core,stable isotopes,166,1996,(CE),"Graf et al., (2002)",https://doi.pangaea.de/10.1594/PANGAEA.104881,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.05,East Antarctic Plateau,B33Site DML17,-75.17,6.5,Ice Core,stable isotopes,1000,1997,(CE),"Graf et al., (2002)",https://doi.pangaea.de/10.1594/PANGAEA.104888,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.06,East Antarctic Plateau,DML E98,-72.68,3.67,Ice Core,stable isotopes,1976,1996,(CE),"Isaksson et al., (1999)",https://www.ncei.noaa.gov/access/paleo-search/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.07,East Antarctic Plateau,DML L89,-74.65,12.8,Ice Core,stable isotopes,1962,1996,(CE),"Isaksson et al., (1999)",https://www.ncdc.noaa.gov/paleo-search/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.08,East Antarctic Plateau,FB96 DML01,-74.86,-2.55,Ice Core,stable isotopes,1895,1995,(CE),"Oerter et al., (1999)",https://www.ncdc.noaa.gov/paleo/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.09,East Antarctic Plateau,FB96 DML02,-74.97,-3.92,Ice Core,stable isotopes,1919,1995,(CE),"Oerter et al., (1999)",https://doi.pangaea.de/10.1594/PANGAEA.104876,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.1,East Antarctic Plateau,FB97 DML03,-74.49,1.97,Ice Core,stable isotopes,1941,1996,(CE),"Oerter et al., (1999)",https://doi.pangaea.de/10.1594/PANGAEA.104879,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.11,East Antarctic Plateau,FB97 DML04,-74.41,7.22,Ice Core,stable isotopes,1905,1996,(CE),"Oerter et al., (1999)",https://www.ncdc.noaa.gov/paleo/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.12,East Antarctic Plateau,FB97 DML05,-75,0.01,Ice Core,stable isotopes,1930,1996,(CE),"Oerter et al., (1999)",https://doi.pangaea.de/10.1594/PANGAEA.104880,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.13,East Antarctic Plateau,FB97 DML06,-75,8.01,Ice Core,stable isotopes,1899,1996,(CE),"Oerter et al., (1999)",https://www.ncdc.noaa.gov/paleo-search/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.14,East Antarctic Plateau,FB97 DML07,-74.59,-3.44,Ice Core,stable isotopes,1908,1996,(CE),"Oerter et al., (1999)",https://doi.pangaea.de/10.1594/PANGAEA.104863,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.15,East Antarctic Plateau,FB97 DML08,-75.75,3.29,Ice Core,stable isotopes,1919,1996,(CE),"Oerter et al., (1999)",https://www.ncdc.noaa.gov/paleo-search/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.16,East Antarctic Plateau,FB97 DML09,-75.93,7.22,Ice Core,stable isotopes,1897,1996,(CE),"Oerter et al., (1999)",https://www.ncdc.noaa.gov/paleo-search/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.17,East Antarctic Plateau,FB97 DML10,-75.22,11.35,Ice Core,stable isotopes,1900,1996,(CE),"Oerter et al., (1999)",https://www.ncdc.noaa.gov/paleo/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.18,East Antarctic Plateau,DML11 FB9803,-74.85,-8.5,Ice Core,stable isotopes,1921,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104883,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.19,East Antarctic Plateau,DML18 FB9804,-75.25,-6,Ice Core,stable isotopes,1801,1996,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104889,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.2,East Antarctic Plateau,DML19 FB9805,-75.17,-1,Ice Core,stable isotopes,1800,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104890,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.21,East Antarctic Plateau,DML05 FB9807,-75,0.04,Ice Core,stable isotopes,1758,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104880,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.22,East Antarctic Plateau,DML20 FB9808,-74.75,1,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104891,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.23,East Antarctic Plateau,DML03 FB9809,-74.5,1.96,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104879,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.24,East Antarctic Plateau,DML21 FB9810,-74.67,4,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104892,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.25,East Antarctic Plateau,DML22 FB9811,-75.08,6.5,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104893,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.26,East Antarctic Plateau,DML23 FB9812,-75.25,6.5,Ice Core,stable isotopes,1810,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104894,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.27,East Antarctic Plateau,DML16 FB9813,-75.17,5,Ice Core,stable isotopes,1800,1997,(CE),"Oerter et al., (2000)",https://www.ncdc.noaa.gov/paleo-search/study/22589,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.28,East Antarctic Plateau,DML15 FB9814,-75.08,2.5,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104887,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.29,East Antarctic Plateau,DML14 FB9815,-74.96,-1.5,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104880,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.3,East Antarctic Plateau,DML13 FB9816,-75,-4.51,Ice Core,stable isotopes,1800,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104885,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.31,East Antarctic Plateau,DML12 FB9817,-75,-6.5,Ice Core,stable isotopes,1800,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104884,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.32,East Antarctic Plateau,DML02S SS9813,-74.97,3.92,Ice Core,stable isotopes,1801,1997,(CE),"Oerter et al., (2000)",https://doi.pangaea.de/10.1594/PANGAEA.104878,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.33,East Antarctic Plateau,Dome F 1993,-77.32,39.7,Ice Core,stable isotopes,424,1467,(CE),"Kawamura et al., (2007)",https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-current-version/Ant-DomeF1993.Uemura.2014.txt,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.34,East Antarctic Plateau,Dome F 2001,-77.32,39.7,Ice Core,stable isotopes,695,1875,(CE),"Horiuchi et al., (2008)",https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-current-version/Ant-DomeF2001.Uemura.2008.txt,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.35,East Antarctic Plateau,US-ITASE-2002-4,-86.5,-107.99,Ice Core,stable isotopes,1594,2003,(CE),"Steig et al., (2013)",http://dx.doi.org/10.7265/N5QJ7F8B,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.36,East Antarctic Plateau,Plateau Remote,-84,43,Ice Core,stable isotopes,2,1986,(CE),"Cole-Dai et al., (2000)",https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-current-version/Ant-PlateauRemote.Mosley-Thompson.2013.txt,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.37,East Antarctic Plateau,TALDICE -Talos Dome,-72.82,159.18,Ice Core,stable isotopes,4,1991,(CE),"Stenni et al., (2011)",https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-current-version/Ant-TalosDome.Stenni.2002.txt,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.38,East Antarctic Plateau,TD96 Talos Dome,-72.8,159.06,Ice Core,stable isotopes,1232,1995,(CE),"Stenni et al., (2002)",https://www.ncdc.noaa.gov/paleo-search/study/2465,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.39,East Antarctic Plateau,SPRESSO (South Pole),-89.93,144.39,Ice Core,stable isotopes,1801,1998,(CE),"Steig et al., (2013)",http://nsidc.org/data/docs/agdc/nsidc0536/ ,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.4,East Antarctic Plateau,NUS 08-7,-74.12,1.6,Ice Core,stable isotopes,1382,2008,(CE),"Steig et al., (2013)",http://nsidc.org/data/docs/agdc/nsidc0536/ ,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.41,East Antarctic Plateau,NUS 07-1,-73.72,7.94,Ice Core,stable isotopes,1706,2005,(CE),"Steig et al., (2013)",http://nsidc.org/data/docs/agdc/nsidc0536/ ,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.42,East Antarctic Plateau,400th km,-69.95,95.62,Ice Core,stable isotopes,1254,1987,(CE),"Ekaykin et al., (2017)",https://www.clim-past.net/13/61/2017/cp-13-61-2017-supplement.zip,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.43,East Antarctic Plateau,NVFL-1,-77.11,95.07,Ice Core,stable isotopes,1711,1944,(CE),"Ekaykin et al., (2017)",https://www.clim-past.net/13/61/2017/cp-13-61-2017-supplement.zip,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.44,East Antarctic Plateau,NVFL-3,-76.41,102.17,Ice Core,stable isotopes,1978,2009,(CE),"Ekaykin et al., (2017)",https://www.clim-past.net/13/61/2017/cp-13-61-2017-supplement.zip,https://www.ncei.noaa.gov/access/paleo-search/study/22589
ANT2K_2017,1.45,East Antarctic Plateau,PV-10,-72.81,79.93,Ice Core,stable isotopes,1976,2009,(CE),"Ekaykin et al., (2017)",https://www.clim-past.net/13/61/2017/cp-13-61-2017-supplement.zip,https://www.ncei.noaa.gov/access/paleo-search/study/22589
